"text","annotations"
"Отправь письмо: Российская Федерация, Марий Эл, Центральный район, селе Новое, улица Пушкина, дом 191.","Отправь O
письмо O
: O
Российская B-Country
Федерация I-Country
, O
Марий B-Republic
Эл I-Republic
, O
Центральный B-District
район I-District
, O
селе B-Selo
Новое I-Selo
, O
улица B-Street
Пушкина I-Street
, O
дом B-House
191 I-House
. O"
"Я живу в городе Тверь, микрорайоне Центральный, квартале 45.","Я O
живу O
в O
городе B-City
Тверь I-City
, O
микрорайоне B-Microdistrict
Центральный I-Microdistrict
, O
квартале B-Quarter
45 I-Quarter
. O"
"Адрес: Псков, улице Гагарина, д 199, строении 7, квартира 227.","Адрес O
: O
Псков B-City
, O
улице B-Street
Гагарина I-Street
, O
д B-House
199 I-House
, O
строении B-Building
7 I-Building
, O
квартира B-Flat
227 I-Flat
. O"
"Точка на карте: города Тюмень, улица Новая, доме 17, сооружении 3.","Точка O
на O
карте O
: O
города B-City
Тюмень I-City
, O
улица B-Street
Новая I-Street
, O
доме B-House
17 I-House
, O
сооружении B-Structure
3 I-Structure
. O"
"Адрес: Новосибирская область, город Казань, улице Ленина, дом 236.","Адрес O
: O
Новосибирская B-Oblast
область I-Oblast
, O
город B-City
Казань I-City
, O
улице B-Street
Ленина I-Street
, O
дом B-House
236 I-House
. O"
"Доставка по адресу: Алтайский край, городе Пермь, проспект Ленина, доме 96, квартире 91.","Доставка O
по O
адресу O
: O
Алтайский B-Krai
край I-Krai
, O
городе B-City
Пермь I-City
, O
проспект B-Avenue
Ленина I-Avenue
, O
доме B-House
96 I-House
, O
квартире B-Flat
91 I-Flat
. O"
"Мы переехали в Бурятия, в Ростов-на-Дону, бульвар Морской, д. 8.","Мы O
переехали O
в O
Бурятия B-Republic
, O
в O
Ростов-на-Дону B-City
, O
бульвар B-Boulevard
Морской I-Boulevard
, O
д. B-House
8 I-House
. O"
"Я родился в деревни Горки, в Кировский район, Тверская область.","Я O
родился O
в O
деревни B-Village
Горки I-Village
, O
в O
Кировский B-District
район I-District
, O
Тверская B-Oblast
область I-Oblast
. O"
"Поеду в поселке Молодежный, Кировский район, Камчатский край.","Поеду O
в O
поселке B-Poselok
Молодежный I-Poselok
, O
Кировский B-District
район I-District
, O
Камчатский B-Krai
край I-Krai
. O"
"Склад: Ненецкий автономный округ, Курск, шоссе Энтузиастов, доме 166А, строение В, сооружении Б.","Склад O
: O
Ненецкий B-AO
автономный I-AO
округ I-AO
, O
Курск B-City
, O
шоссе B-Highway
Энтузиастов I-Highway
, O
доме B-House
166А I-House
, O
строение B-Building
В I-Building
, O
сооружении B-Structure
Б I-Structure
. O"
"Встретимся на набережной Камы в города Набережные Челны.","Встретимся O
на O
набережной B-Embankment
Камы I-Embankment
в O
города B-City
Набережные I-City
Челны I-City
. O"
"Живу в мкр Лесной, городе Курск, улице Энергетиков, д. 176А.","Живу O
в O
мкр B-Microdistrict
Лесной I-Microdistrict
, O
городе B-City
Курск I-City
, O
улице B-Street
Энергетиков I-Street
, O
д. B-House
176А I-House
. O"
"Квартира квартире 142 находится по адресу: Томск, переулок Южный, доме 133.","Квартира O
квартире B-Flat
142 I-Flat
находится O
по O
адресу O
: O
Томск B-City
, O
переулок B-Lane
Южный I-Lane
, O
доме B-House
133 I-House
. O"
"Наш офис в муниципальное образование Сириус, Иркутск, проспекте Славы, доме 185Б.","Наш O
офис O
в O
муниципальное B-Municipality
образование I-Municipality
Сириус I-Municipality
, O
Иркутск B-City
, O
проспекте B-Avenue
Славы I-Avenue
, O
доме B-House
185Б I-House
. O"
"Мы находимся в Российская Федерация, Челябинская область, Казань.","Мы O
находимся O
в O
Российская B-Country
Федерация I-Country
, O
Челябинская B-Oblast
область I-Oblast
, O
Казань B-City
. O"
